srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
10.20.30.100,55003,10.0.5.1,8003,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000101.6,1700000101.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55003,10.0.5.1,8003,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000101.7,1700000101.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55003,10.0.5.1,8003,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000101.8,1700000101.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55003,10.0.5.1,8003,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000101.9,1700000101.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55004,10.0.5.1,8004,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.0,1700000102.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55004,10.0.5.1,8004,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.1,1700000102.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55004,10.0.5.1,8004,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.2,1700000102.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55004,10.0.5.1,8004,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.3,1700000102.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55004,10.0.5.1,8004,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.4,1700000102.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55005,10.0.5.1,8005,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.5,1700000102.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55005,10.0.5.1,8005,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.6,1700000102.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55005,10.0.5.1,8005,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.7,1700000102.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55005,10.0.5.1,8005,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.8,1700000102.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55005,10.0.5.1,8005,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000102.9,1700000102.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55006,10.0.5.1,8006,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.0,1700000103.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55006,10.0.5.1,8006,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.1,1700000103.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55006,10.0.5.1,8006,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.2,1700000103.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55006,10.0.5.1,8006,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.3,1700000103.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55006,10.0.5.1,8006,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.4,1700000103.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55007,10.0.5.1,8007,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.5,1700000103.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55007,10.0.5.1,8007,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.6,1700000103.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55007,10.0.5.1,8007,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.7,1700000103.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55007,10.0.5.1,8007,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.8,1700000103.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55007,10.0.5.1,8007,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000103.9,1700000103.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55008,10.0.5.1,8008,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.0,1700000104.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55008,10.0.5.1,8008,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.1,1700000104.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55008,10.0.5.1,8008,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.2,1700000104.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55008,10.0.5.1,8008,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.3,1700000104.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55008,10.0.5.1,8008,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.4,1700000104.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55009,10.0.5.1,8009,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.5,1700000104.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55009,10.0.5.1,8009,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.6,1700000104.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55009,10.0.5.1,8009,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.7,1700000104.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55009,10.0.5.1,8009,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.8,1700000104.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55009,10.0.5.1,8009,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000104.9,1700000104.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55010,10.0.5.1,8010,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.0,1700000105.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55010,10.0.5.1,8010,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.1,1700000105.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55010,10.0.5.1,8010,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.2,1700000105.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55010,10.0.5.1,8010,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.3,1700000105.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55010,10.0.5.1,8010,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.4,1700000105.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55011,10.0.5.1,8011,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.5,1700000105.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55011,10.0.5.1,8011,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.6,1700000105.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55011,10.0.5.1,8011,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.7,1700000105.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55011,10.0.5.1,8011,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.8,1700000105.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55011,10.0.5.1,8011,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000105.9,1700000105.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55012,10.0.5.1,8012,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.0,1700000106.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55012,10.0.5.1,8012,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.1,1700000106.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55012,10.0.5.1,8012,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.2,1700000106.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55012,10.0.5.1,8012,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.3,1700000106.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55012,10.0.5.1,8012,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.4,1700000106.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55013,10.0.5.1,8013,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.5,1700000106.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55013,10.0.5.1,8013,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.6,1700000106.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55013,10.0.5.1,8013,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.7,1700000106.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55013,10.0.5.1,8013,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.8,1700000106.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55013,10.0.5.1,8013,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000106.9,1700000106.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55014,10.0.5.1,8014,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.0,1700000107.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55014,10.0.5.1,8014,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.1,1700000107.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55014,10.0.5.1,8014,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.2,1700000107.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55014,10.0.5.1,8014,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.3,1700000107.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55014,10.0.5.1,8014,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.4,1700000107.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55015,10.0.5.1,8015,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.5,1700000107.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55015,10.0.5.1,8015,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.6,1700000107.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55015,10.0.5.1,8015,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.7,1700000107.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55015,10.0.5.1,8015,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.8,1700000107.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55015,10.0.5.1,8015,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000107.9,1700000107.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55016,10.0.5.1,8016,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.0,1700000108.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55016,10.0.5.1,8016,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.1,1700000108.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55016,10.0.5.1,8016,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.2,1700000108.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55016,10.0.5.1,8016,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.3,1700000108.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55016,10.0.5.1,8016,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.4,1700000108.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55017,10.0.5.1,8017,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.5,1700000108.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55017,10.0.5.1,8017,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.6,1700000108.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55017,10.0.5.1,8017,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.7,1700000108.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55017,10.0.5.1,8017,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.8,1700000108.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55017,10.0.5.1,8017,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000108.9,1700000108.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55018,10.0.5.1,8018,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.0,1700000109.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55018,10.0.5.1,8018,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.1,1700000109.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55018,10.0.5.1,8018,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.2,1700000109.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55018,10.0.5.1,8018,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.3,1700000109.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55018,10.0.5.1,8018,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.4,1700000109.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55019,10.0.5.1,8019,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.5,1700000109.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55019,10.0.5.1,8019,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.6,1700000109.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55019,10.0.5.1,8019,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.7,1700000109.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55019,10.0.5.1,8019,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.8,1700000109.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55019,10.0.5.1,8019,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000109.9,1700000109.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55020,10.0.5.1,8020,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.0,1700000110.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55020,10.0.5.1,8020,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.1,1700000110.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55020,10.0.5.1,8020,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.2,1700000110.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55020,10.0.5.1,8020,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.3,1700000110.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55020,10.0.5.1,8020,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.4,1700000110.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55021,10.0.5.1,8021,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.5,1700000110.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55021,10.0.5.1,8021,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.6,1700000110.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55021,10.0.5.1,8021,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.7,1700000110.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55021,10.0.5.1,8021,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.8,1700000110.801,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55021,10.0.5.1,8021,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000110.9,1700000110.901,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55022,10.0.5.1,8022,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.0,1700000111.001,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55022,10.0.5.1,8022,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.1,1700000111.101,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55022,10.0.5.1,8022,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.2,1700000111.201,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55022,10.0.5.1,8022,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.3,1700000111.301,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55022,10.0.5.1,8022,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.4,1700000111.401,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55023,10.0.5.1,8023,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.5,1700000111.501,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55023,10.0.5.1,8023,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.6,1700000111.601,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
10.20.30.100,55023,10.0.5.1,8023,tcp,RST,0.001,60,0,64,0,1,0,-,48000,0,1,0,0,0,0,0,60,0,0,0,0,0,1700000111.7,1700000111.701,0.001,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,Backdoor,1
